,epoch,iteration/step,loss,accuracy
415,3,5004,1.6707954,0.54296875
416,3,5004,1.6321224,0.6015625
417,3,5004,1.7491288,0.62890625
418,3,5004,1.5645207,0.61328125
419,3,5004,1.4579659,0.6015625
420,3,5004,1.6216227,0.57421875
421,3,5004,1.6617858,0.59765625
422,3,5004,1.4759488,0.61328125
423,3,5004,1.6767857,0.5546875
424,3,5004,1.881553,0.546875
425,3,5004,1.6823769,0.58203125
426,3,5004,1.7868437,0.55859375
427,3,5004,1.5403097,0.59375
428,3,5004,1.573209,0.58984375
429,3,5004,1.6101284,0.56640625
430,3,5004,1.7537179,0.55859375
431,3,5004,1.6100624,0.55859375
432,3,5004,1.654587,0.57421875
433,3,5004,1.7060273,0.60546875
434,3,5004,1.6484866,0.59375
435,3,5004,1.7127476,0.6015625
436,3,5004,1.9423853,0.51171875
437,3,5004,1.6629786,0.609375
438,3,5004,1.6994364,0.58203125
439,3,5004,1.7921041,0.5703125
440,3,5004,1.7584295,0.5703125
441,3,5004,1.6976855,0.54296875
442,3,5004,1.74038,0.55859375
443,3,5004,1.5138848,0.6015625
444,3,5004,1.887268,0.55078125
445,3,5004,1.743552,0.5703125
446,3,5004,1.7190548,0.58203125
447,3,5004,1.6477869,0.55859375
448,3,5004,1.7505982,0.56640625
449,3,5004,1.6398427,0.59765625
450,3,5004,1.7543244,0.53125
451,3,5004,1.7232894,0.55859375
452,3,5004,1.6390486,0.6015625
453,3,5004,1.8078917,0.5859375
454,3,5004,1.5473499,0.59375
455,3,5004,1.7580974,0.56640625
456,3,5004,1.8191192,0.5390625
457,3,5004,1.8053967,0.546875
458,3,5004,1.7325937,0.55859375
459,3,5004,1.6788911,0.56640625
460,3,5004,1.7060986,0.59375
461,3,5004,1.6424941,0.5859375
462,3,5004,1.4093491,0.6171875
463,3,5004,1.7417864,0.58984375
464,3,5004,1.7675676,0.5859375
465,3,5004,1.831734,0.53515625
466,3,5004,1.545507,0.62890625
467,3,5004,1.5384667,0.60546875
468,3,5004,1.7631519,0.54296875
469,3,5004,1.7253293,0.59765625
470,3,5004,1.6085656,0.59765625
471,3,5004,1.6249876,0.58984375
472,3,5004,1.7510757,0.58203125
473,3,5004,1.8421793,0.5078125
474,3,5004,1.7077005,0.5703125
475,3,5004,1.9460378,0.55859375
476,3,5004,1.8618871,0.515625
477,3,5004,1.6037189,0.59765625
478,3,5004,1.9208586,0.4921875
479,3,5004,1.6227818,0.6171875
480,3,5004,1.7243537,0.55078125
481,3,5004,1.7792946,0.55078125
482,3,5004,1.7709877,0.5625
483,3,5004,1.5084624,0.625
484,3,5004,1.5211086,0.640625
485,3,5004,1.7740088,0.546875
486,3,5004,1.7564144,0.5625
487,3,5004,1.820444,0.59375
488,3,5004,1.6374465,0.55078125
489,3,5004,1.8359752,0.57421875
490,3,5004,2.0285308,0.53125
491,3,5004,1.7946408,0.52734375
492,3,5004,1.7197323,0.55859375
493,3,5004,1.5818708,0.60546875
494,3,5004,1.857319,0.50390625
495,3,5004,1.6139646,0.58984375
496,3,5004,1.453064,0.64453125
497,3,5004,1.8013046,0.53125
498,3,5004,1.7470465,0.55078125
499,3,5004,1.5297444,0.59765625
500,3,5004,1.9307019,0.53125
501,3,5004,1.7869211,0.58203125
502,3,5004,1.8947371,0.54296875
503,3,5004,1.9748285,0.54296875
504,3,5004,1.622853,0.58203125
505,3,5004,1.6216247,0.578125
506,3,5004,1.7696795,0.56640625
507,3,5004,1.6490331,0.58984375
508,3,5004,1.5891677,0.6171875
509,3,5004,1.605074,0.59765625
510,3,5004,1.7579368,0.55859375
511,3,5004,1.6177948,0.6015625
512,3,5004,1.5222054,0.6171875
513,3,5004,1.5665464,0.61328125
514,3,5004,1.7457459,0.56640625
515,3,5004,1.6594573,0.609375
516,3,5004,1.8464079,0.53515625
517,3,5004,1.7397988,0.56640625
518,3,5004,1.5549518,0.55078125
519,3,5004,1.7001832,0.56640625
520,3,5004,1.7194275,0.6328125
521,3,5004,1.9375379,0.4765625
522,3,5004,1.5154332,0.6328125
523,3,5004,1.6250675,0.59765625
524,3,5004,1.714817,0.5703125
525,3,5004,1.7998399,0.5625
526,3,5004,1.6782994,0.58984375
527,3,5004,1.7364131,0.5390625
528,3,5004,1.7503806,0.5859375
529,3,5004,1.848438,0.5234375
530,3,5004,1.7044973,0.55859375
531,3,5004,1.6517844,0.58984375
532,3,5004,1.6011107,0.6171875
533,3,5004,1.5882096,0.57421875
534,3,5004,1.7185507,0.54296875
535,3,5004,1.6300801,0.578125
536,3,5004,1.5184946,0.60546875
537,3,5004,1.7955382,0.55859375
538,3,5004,1.8076835,0.5703125
539,3,5004,1.6934829,0.5625
540,3,5004,1.8075106,0.55078125
541,3,5004,1.5095589,0.5703125
542,3,5004,1.4663608,0.58203125
543,3,5004,1.5463936,0.60546875
544,3,5004,1.8518595,0.52734375
545,3,5004,1.7741219,0.546875
546,3,5004,1.6484673,0.609375
547,3,5004,1.9260948,0.53125
548,3,5004,1.6223876,0.59375
549,3,5004,1.9256144,0.5234375
550,3,5004,1.7519401,0.578125
551,3,5004,1.6401193,0.5703125
552,3,5004,1.4984164,0.6015625
553,3,5004,1.6169094,0.59765625
554,3,5004,1.5509658,0.59765625
555,3,5004,1.7471395,0.5390625
556,3,5004,1.7690997,0.58984375
557,3,5004,1.6794796,0.625
558,3,5004,1.7468004,0.54296875
559,3,5004,1.8039728,0.58984375
560,3,5004,1.7801024,0.54296875
561,3,5004,1.7288692,0.57421875
562,3,5004,1.6877562,0.58203125
563,3,5004,1.6631522,0.609375
564,3,5004,1.8808484,0.5625
565,3,5004,1.8699034,0.55078125
566,3,5004,1.956025,0.53515625
567,3,5004,1.6414278,0.609375
568,3,5004,1.6963644,0.5546875
569,3,5004,1.6915237,0.55859375
570,3,5004,1.6977298,0.5625
571,3,5004,1.6891553,0.55859375
572,3,5004,2.0143101,0.52734375
573,3,5004,1.8991966,0.53515625
574,3,5004,1.6836004,0.5703125
575,3,5004,1.6421728,0.6171875
576,3,5004,1.7579322,0.5625
577,3,5004,1.8264008,0.5390625
578,3,5004,1.8314009,0.57421875
579,3,5004,1.8029245,0.53125
580,3,5004,1.6272373,0.58984375
581,3,5004,1.8180301,0.54296875
582,3,5004,1.7934908,0.55859375
583,3,5004,1.5483694,0.62890625
584,3,5004,1.8411961,0.53125
585,3,5004,1.8924367,0.5625
586,3,5004,1.6338174,0.58203125
587,3,5004,1.7904646,0.546875
588,3,5004,1.6603525,0.57421875
589,3,5004,1.8487798,0.5390625
590,3,5004,1.6371579,0.60546875
591,3,5004,1.6399308,0.62890625
592,3,5004,1.9040397,0.4921875
593,3,5004,1.8015051,0.53125
594,3,5004,2.0004587,0.51171875
595,3,5004,1.7553626,0.5546875
596,3,5004,1.735165,0.59765625
597,3,5004,1.7718287,0.60546875
598,3,5004,1.9361745,0.50390625
599,3,5004,1.4956782,0.62890625
600,3,5004,1.8175526,0.56640625
601,3,5004,1.841516,0.5703125
602,3,5004,1.6313008,0.55859375
603,3,5004,1.923078,0.546875
604,3,5004,1.618268,0.58203125
605,3,5004,1.8506793,0.53515625
606,3,5004,1.77428,0.54296875
607,3,5004,1.690673,0.53515625
608,3,5004,1.6591316,0.578125
609,3,5004,1.8340042,0.52734375
610,3,5004,1.8093629,0.5546875
611,3,5004,1.6671677,0.5703125
612,3,5004,1.8053868,0.609375
613,3,5004,1.7896448,0.5703125
614,3,5004,1.6223918,0.54296875
615,3,5004,1.9665673,0.53125
616,3,5004,1.6112992,0.609375
617,3,5004,1.5441835,0.58203125
618,3,5004,1.6901944,0.59375
619,3,5004,1.6513963,0.578125
620,3,5004,1.9320165,0.546875
621,3,5004,1.6416466,0.58203125
622,3,5004,1.7658509,0.56640625
623,3,5004,1.8825183,0.55078125
624,3,5004,1.6440475,0.58984375
625,3,5004,1.8644563,0.546875
626,3,5004,1.7431178,0.5703125
627,3,5004,1.7568481,0.546875
628,3,5004,1.8810041,0.55078125
629,3,5004,1.9019365,0.5625
630,3,5004,1.753979,0.52734375
631,3,5004,1.7295126,0.55859375
632,3,5004,1.8376948,0.5703125
633,3,5004,1.7633328,0.56640625
634,3,5004,1.8019794,0.546875
635,3,5004,1.7442709,0.55078125
636,3,5004,2.0585964,0.54296875
637,3,5004,1.7123117,0.61328125
638,3,5004,1.7122082,0.56640625
639,3,5004,1.923362,0.51953125
640,3,5004,1.6206831,0.5703125
641,3,5004,1.7688411,0.5546875
642,3,5004,1.7079136,0.59375
643,3,5004,1.8711811,0.56640625
644,3,5004,1.7699589,0.53515625
645,3,5004,1.8717897,0.53515625
646,3,5004,1.6650937,0.578125
647,3,5004,1.893765,0.5859375
648,3,5004,1.6994736,0.58203125
649,3,5004,1.7431674,0.56640625
650,3,5004,1.8020676,0.546875
651,3,5004,1.7021458,0.5625
652,3,5004,1.6811597,0.59375
653,3,5004,1.7697468,0.55078125
654,3,5004,1.930683,0.609375
655,3,5004,2.041853,0.53125
656,3,5004,1.7989959,0.52734375
657,3,5004,1.7109976,0.5625
658,3,5004,1.9032927,0.51171875
659,3,5004,1.613656,0.60546875
660,3,5004,1.8589673,0.55859375
661,3,5004,1.8596646,0.58984375
662,3,5004,1.7463238,0.578125
663,3,5004,1.7144392,0.58203125
664,3,5004,1.6909484,0.5703125
665,3,5004,1.7390054,0.546875
666,3,5004,1.7362831,0.5390625
667,3,5004,1.8109761,0.5390625
668,3,5004,1.7751609,0.546875
669,3,5004,1.8826733,0.5234375
670,3,5004,1.7328699,0.57421875
671,3,5004,1.6028812,0.58203125
672,3,5004,1.9581099,0.50390625
673,3,5004,1.7685906,0.5390625
674,3,5004,1.6152775,0.59375
675,3,5004,1.9480942,0.53515625
676,3,5004,1.8491077,0.578125
677,3,5004,2.0154386,0.5078125
678,3,5004,1.9976947,0.5390625
679,3,5004,1.9269955,0.54296875
680,3,5004,1.8379192,0.55859375
681,3,5004,1.6027248,0.59765625
682,3,5004,2.061943,0.53125
683,3,5004,1.8298111,0.5859375
684,3,5004,1.8907707,0.52734375
685,3,5004,1.6677408,0.57421875
686,3,5004,1.8253131,0.58984375
687,3,5004,2.134704,0.48046875
688,3,5004,2.00808,0.5
689,3,5004,1.8656917,0.546875
690,3,5004,1.5871745,0.58984375
691,3,5004,1.714409,0.56640625
692,3,5004,1.927386,0.55078125
693,3,5004,1.7553296,0.55859375
694,3,5004,1.7205303,0.59765625
695,3,5004,1.7646863,0.56640625
696,3,5004,1.7466247,0.5625
697,3,5004,1.7437365,0.55078125
698,3,5004,1.9579054,0.51171875
699,3,5004,1.58216,0.61328125
700,3,5004,1.992406,0.51171875
701,3,5004,1.6485133,0.56640625
702,3,5004,1.7377312,0.58984375
703,3,5004,1.7997591,0.58203125
704,3,5004,1.8338933,0.53515625
705,3,5004,1.8031805,0.53515625
706,3,5004,1.5496457,0.62890625
707,3,5004,1.6389647,0.578125
708,3,5004,1.8924153,0.53515625
709,3,5004,1.9428552,0.515625
710,3,5004,2.097931,0.50390625
711,3,5004,1.8264092,0.53125
712,3,5004,1.9084113,0.5234375
713,3,5004,1.7641699,0.56640625
714,3,5004,1.6439492,0.6171875
715,3,5004,1.5925398,0.6015625
716,3,5004,1.7952117,0.5703125
717,3,5004,1.9119684,0.53125
718,3,5004,1.5796423,0.59765625
719,3,5004,1.5273353,0.6328125
720,3,5004,1.749249,0.5703125
721,3,5004,1.7334435,0.546875
722,3,5004,1.6310617,0.59375
723,3,5004,2.0284944,0.50390625
724,3,5004,1.7502056,0.5546875
725,3,5004,1.7234387,0.58203125
726,3,5004,1.9543422,0.5
727,3,5004,1.8466458,0.53125
728,3,5004,1.6783851,0.61328125
729,3,5004,1.6879376,0.57421875
730,3,5004,1.9110007,0.5234375
731,3,5004,1.9149354,0.51953125
732,3,5004,2.1073656,0.47265625
733,3,5004,1.9702687,0.52734375
734,3,5004,1.794226,0.54296875
735,3,5004,1.8714192,0.515625
736,3,5004,1.9521289,0.51953125
737,3,5004,1.9445812,0.48828125
738,3,5004,1.7885737,0.5625
739,3,5004,1.6438963,0.6015625
740,3,5004,1.7831869,0.55078125
741,3,5004,1.9164705,0.55078125
742,3,5004,1.8430046,0.51171875
743,3,5004,1.9457493,0.51171875
744,3,5004,1.9195559,0.5078125
745,3,5004,1.795193,0.54296875
746,3,5004,1.7806175,0.52734375
747,3,5004,1.7526205,0.5703125
